Unnamed: 0,roi_name,text,text_prompt,number,location,shape,size,color
19,cju2qvuj1s9ok0835tp2k4ozh.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
20,cju5y4hgqmk0i08180rjhbwvp.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
21,cju0s2a9ekvms080138tjjpxr.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
22,cju76o55nymqd0871h31sph9w.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""red""}","1 circle small red polyp areas, located in the top left of the image.",1,8,5,3,6
23,cju1cyjb5qtie0993njqne9m3.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
24,cju2p91qir00k08350ddfif0w.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
25,cju6v1m1xv07w09870ah3njy1.jpg,"{""number"": 2, ""location"": [0.39, 0.14, 0.6, 0.35] , ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the top left of the image.",2,8,2,3,2
26,cju30lncba3ny0878jwnous8n.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the center of the image.",1,7,2,0,2
27,cju2zjcvj9qma0801dk71hhi0.jpg,"{""number"": 2012, ""location"": ""left side"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the left side of the image.",14,35,2,3,6
28,cju5g163vd6mt0817uccuga6u.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""orange""}","1 circle large orange polyp areas, located in the center of the image.",1,7,5,0,1
29,cju8c5223s8j80850b4kealt4.jpg,"{""number"": 1, ""location"": ""lower left corner"", ""shape"": ""polyp"", ""size"": ""large"", ""color"": ""red""}","1 polyp large red polyp areas, located in the lower left corner of the image.",1,14,8,0,6
30,cju7dp3dw2k4n0755zhe003ad.jpg,"{""number"": 1, ""location"": ""lower right"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the lower right of the image.",1,24,2,0,2
31,cju7aklv31h4309871m29l4e7.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
32,cju2zxja9w1eh09933609ho9z.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
33,cju87zv8lni0o0850hbbecbq6.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""orange""}","1 oval small orange polyp areas, located in the center of the image.",1,7,2,3,1
34,cju85hguellg50818kwu3s8d1.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""yellow""}","1 round large yellow polyp areas, located in the center of the image.",1,7,13,0,0
35,cju3tsh4lfsok0987w6x3a0v1.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the top left of the image.",1,8,2,3,2
36,cju30bmab08bi0835mvlr6e0r.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
37,cju2u4pymvc720988wsxrmi84.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""white""}","1 oval small white polyp areas, located in the left side  of the image.",1,0,2,3,3
38,cju3xzvnzj0hd0755xprz39nj.jpg,"{""number"": 1, ""location"": ""top center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the top center of the image.",1,38,13,0,6
39,cju7bduyq1rjf08719giru9ho.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
40,cju7eea9b2m0z0801ynqv1fqu.jpg,"{""number"": 1, ""location"": ""left side"", ""shape"": ""heart-shaped"", ""size"": ""small"", ""color"": ""pink""}","1 heart-shaped small pink polyp areas, located in the left side of the image.",1,35,4,3,2
41,cju2ycp1u8g2r0799jslnp7cz.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
42,cju8dn0c3u2v50801k8rvq02f.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
43,cju8b542nr81x0871uxnkm9ih.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
44,cju410dnfl0960755y8lu8d79.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""yellow""}","1 oval small yellow polyp areas, located in the top left of the image.",1,8,2,3,0
45,cju2s2527pfyr0993l3h1149a.jpg,"{""number"": 1, ""location"": ""lower right corner"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the lower right corner of the image.",1,44,13,3,2
46,cju7arvfe1ldu0850erdmphgj.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
47,cju7fnfv02tt90801djnix9m8.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
48,cju7dizi82h2i0755doucgnt3.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
49,cju34uhepd3dd0799hs8782ad.jpg,"{""number"": 1, ""location"": [0.43, 0.29, 0.63, 0.51] , ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",1,7,13,3,1
50,cju7bf1lp1shi081835vs84lc.jpg,"{""number"": 1, ""location"": ""belly button"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the belly button of the image.",1,5,2,3,2
51,cju42romflni20817etb9a0fl.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the middle  of the image.",1,15,13,3,6
52,cju7awzmu1ncs0871hziy65zx.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
53,cju7b3f5h1sm40755i572jden.jpg,"{""number"": 1, ""location"": ""lower left corner"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""white""}","1 circle small white polyp areas, located in the lower left corner of the image.",1,14,5,3,3
54,cju8brv16rx7f0818uf5n89pv.jpg,"{""number"": 1, ""location"": ""lower right"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the lower right of the image.",1,24,13,3,1
55,cju2r2obh2bjm08553kng0rh7.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
56,cju8dpa89u6l80818dj6lldh9.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the center of the image.",1,7,2,3,2
57,cju2p4ddkmzxj0993p94o62av.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",1,7,13,3,1
58,cju6z600qwh4z081700qimgl9.jpg,"{""number"": 1, ""location"": ""lower right"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""brown""}","1 round small brown polyp areas, located in the lower right of the image.",1,24,13,3,7
59,cju2zo0fwzv580988qlijd2xa.jpg,"{""number"": 1, ""location"": ""middle left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the middle left of the image.",1,12,2,3,2
60,cju32l161bi1v07990vm376in.jpg,"{""number"": 1, ""location"": ""lower right corner"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""brown""}","1 oval large brown polyp areas, located in the lower right corner of the image.",1,44,2,0,7
61,cju7aifyo1p3n07552nxjx51f.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
62,cju1erep75us208553i4ofwwe.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
63,cju5hi52odyf90817prvcwg45.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
64,cju7dxffn2eam0817qxosfwch.jpg,"{""number"": 1, ""location"": ""top left corner"", ""shape"": ""polygon"", ""size"": ""small"", ""color"": ""orange""}","1 polygon small orange polyp areas, located in the top left corner of the image.",1,33,6,3,1
65,cju888fr7nveu0818r9uwtiit.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the center of the image.",1,7,2,0,6
66,cju83wwn1k55e0850kw6i2d81.jpg,"{""number"": 1, ""location"": ""middle right"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the middle right of the image.",1,31,2,3,2
67,cju40taxlkrho0987smigg0x0.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
68,cju2nfnvxzdkd0878399axlco.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the left side  of the image.",1,0,2,0,2
69,cju7ddtz729960801uazp1knc.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
70,cju1fr4etsmrr09933u4t4aql.jpg,"{""number"": 1, ""location"": ""lower left corner"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the lower left corner of the image.",1,14,2,3,6
71,cju7evxt12m730987rxivne3x.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""white""}","1 round large white polyp areas, located in the center of the image.",1,7,13,0,3
72,cju18849rrsgr0988p90hkygb.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""white""}","1 round large white polyp areas, located in the center of the image.",1,7,13,0,3
73,cju8cwy02t9eq08185qn12c02.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the middle of the image.",1,11,13,0,6
74,cju7g7ba42z310987bqzbi2bq.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
75,cju1ftaji6isw0855108yqcse.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the top left of the image.",1,8,2,3,2
76,cju7f0ec32txj08184asb8w5f.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
77,cju892fesoq2g0801n0e0jyia.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""white""}","1 round small white polyp areas, located in the center of the image.",1,7,13,3,3
78,cju3uwz6ogsp10801h2r3bj5l.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the left side  of the image.",1,0,2,3,6
79,cju2lcyfgkf5809932fn9gucn.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
80,cju43b8daly4408170e5ev06g.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the middle of the image.",1,11,13,0,2
81,cju773hsyyosz0817pk1e7sjq.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
82,cju2nyc5f02m40801ojqbtiea.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
83,cju0s690hkp960855tjuaqvv0.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
84,cju7b1ygu1msd0801hywhy0mc.jpg,"{""number"": 1, ""location"": ""top left corner"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""white""}","1 oval large white polyp areas, located in the top left corner of the image.",1,33,2,0,3
85,cju5f26ebcuai0818xlwh6116.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
86,cju2uy8ox62jo0801g88hh42z.jpg,"{""number"": 1, ""location"": ""lower right corner"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the lower right corner of the image.",1,44,2,3,6
87,cju5yhgznmkzb0801cji2vi8j.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""orange""}","1 circle large orange polyp areas, located in the center of the image.",1,7,5,0,1
88,cju2i6acqvo6l0799u20fift8.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
89,cju1hhj6mxfp90835n3wofrap.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the center of the image.",1,7,2,3,2
90,cju2urqpwvxw70835rvndvtsi.jpg,"{""number"": 1, ""location"": [0.28, 0.15, 0.5, 0.33], ""shape"": ""round"", ""size"": ""small"", ""color"": ""brown""}","1 round small brown polyp areas, located in the top left of the image.",1,8,13,3,7
91,cju3381d8bz3h07991xtl7ra0.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the center of the image.",1,7,2,0,2
92,cju7d9seq29zd0871nzl2uu5m.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""heart"", ""size"": ""large"", ""color"": ""pink""}","1 heart large pink polyp areas, located in the middle  of the image.",1,15,7,0,2
93,cju3xuj20ivgp0818mij8bjrd.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the middle of the image.",1,11,13,3,1
94,cju2rqo702wpx0855fn7d5cxh.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
95,cju84aoa3ktwn0755pfl4gfwd.jpg,"{""number"": 1, ""location"": ""lower left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the lower left of the image.",1,43,13,0,2
96,cju2osuru0ki00855txo0n3uu.jpg,"{""number"": 1, ""location"": [0.17, 0.11, 0.68, 0.55] , ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the top left of the image.",1,8,13,0,1
97,cju88itqbny720987hxizbj5y.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""yellow""}","1 round large yellow polyp areas, located in the top left of the image.",1,8,13,0,0
98,cju7druhp2gp308715i6km7be.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the left side  of the image.",1,0,2,0,6
99,cju34c1xfyz920993itxkkfad.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""orange""}","1 oval large orange polyp areas, located in the middle  of the image.",1,15,2,0,1
100,cju2hewssldzx0835ep795xu0.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""brown""}","1 round large brown polyp areas, located in the center of the image.",1,7,13,0,7
101,cju5boicjagt20871b1fotkh4.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
102,cju41p90plcsx08018cnzpndc.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the center of the image.",1,7,2,3,6
103,cju2lejzcy4pc0878c9rlonot.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the middle  of the image.",1,15,13,0,2
104,cju7ajnbo1gvm098749rdouk0.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
105,cju8c2rqzs5t80850d0zky5dy.jpg,"{""number"": 1, ""location"": ""lower left corner"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""yellow""}","1 oval large yellow polyp areas, located in the lower left corner of the image.",1,14,2,0,0
106,cju77196iyshb0850ycbto50a.jpg,"{""number"": 1, ""location"": ""belly button"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the belly button of the image.",1,5,13,0,2
107,cju8djdqztu6408506pzhlo18.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
108,cju1egx9pvz2n0988eoy8jp23.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""red""}","1 circle small red polyp areas, located in the middle of the image.",1,11,5,3,6
109,cju7adqyj1jcx08712r1ro5gx.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the middle  of the image.",1,15,13,0,2
110,cju7efffp2ivf0817etg3jehl.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the top left of the image.",1,8,13,0,6
111,cju85je7vlht70817c9jcjwi4.jpg,"{""number"": 1, ""location"": ""lower left corner"", ""shape"": ""curved"", ""size"": ""small"", ""color"": ""pink""}","1 curved small pink polyp areas, located in the lower left corner of the image.",1,14,0,3,2
112,cju7cue9b232j0801qdzk1ykj.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""brown""}","1 circle large brown polyp areas, located in the center of the image.",1,7,5,0,7
113,cju3y21quj0ir0818kgjagr15.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""curved"", ""size"": ""large"", ""color"": ""pink""}","1 curved large pink polyp areas, located in the top left of the image.",1,8,0,0,2
114,cju7emdni2py40871ivhxjtut.jpg,"{""number"": 1, ""location"": ""stomach"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the stomach of the image.",1,23,13,0,2
115,cju2xd75m82720801q4s4ik3n.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
116,cju0t4oil7vzk099370nun5h9.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
117,cju8cbsyssiqj0871gr4jedjp.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
118,cju88cddensj00987788yotmg.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
119,cju357rxxdaz30878y2esjpjt.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""red""}","1 circle large red polyp areas, located in the center of the image.",1,7,5,0,6
120,cju1ats0y372e08011yazcsxm.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""orange""}","1 oval large orange polyp areas, located in the center of the image.",1,7,2,0,1
121,cju2pkwt3r8b90988v2ywq1px.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
122,cju7fbndk2sl608015ravktum.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""pink""}","1 circle large pink polyp areas, located in the center of the image.",1,7,5,0,2
123,cju17r8il13910799dr2wme2e.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
124,cju7azuu31mia0801pf9ib5ed.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the middle  of the image.",1,15,13,3,1
